pc,delta
94685453736968,-2619041376
94685453736968,935540976
94685453736968,1640677904
94685453737057,-2453915744
94685453736968,479572800
94685453736968,732173040
94685453736968,-614313408
94685453736968,-1414122576
94685453736968,-178296960
94685453736968,1696086080
94685453737057,-96564704
94685453736968,-1098612240
94685453736968,-689645952
94685453736968,2292324832
94685453736974,1317435584
94685453736968,-1875222800
94685453737011,-213623104
94685453736996,-1199630016
94685453736968,128348512
94685453736974,-130538704
94685453736968,985642560
94685453736968,-889576560
94685453736968,808754064
94685453736968,-1056635552
94685453737011,1499860592
94685453736968,-1690764816
94685453736968,3268002544
94685453736974,-1201745040
94685453736974,-887298640
94685453736968,-56482848
94685453736968,1262475584
94685453737057,-2598756992
94685453736968,3211296000
94685453736968,-2405297712
94685453736968,2900752224
94685453736996,-581622864
94685453736968,-279096144
94685453736968,-565837232
94685453737011,1673622128
94685453736968,-3691122384
94685453736968,1397695792
94685453737011,1025653472
94685453736968,741712560
94685453736968,-2025093168
94685453736968,-33602384784
94685453736924,-10239323240
94685453736924,43348671368
94685453736968,1552271840
94685453737057,1159685104
94685453736996,-75886362488
94685453736924,72525542152
94685453737057,1567411312
94685453736968,-1743840464
94685453737011,3734162720
94685453736968,-4083199976
94685453736749,1209752696
94685453736996,2765583872
94685453737057,-3674537408
94685453736968,3589456800
94685453736968,-2839590768
94685453736968,2402854704
94685453736996,-1272846672
94685453736968,-1725682160
94685453737011,518308048
94685453737057,-63666319760
94685453736924,64284543840
94685453736996,2398065456
94685453736968,-18855473072
94685453736924,16642483824
94685453736974,1171604480
94685453736968,510948816
94685453736968,-1305731424
94685453736968,-278740176
94685453736968,-1009803936
94685453736968,2440671792
94685453736968,-376746624
94685453736968,-2433500624
94685453736974,1709001584
94685453736968,167894496
94685453736968,1789666416
94685453736968,-1621807776
94685453736968,-1167035472
94685453736968,686403728
94685453737057,374242720
94685453736968,-1942665456
94685453736968,2346612864
94685453736968,121533168
94685453736968,1334144688
94685453736968,-2662736352
94685453736968,1725572544
94685453736968,-2977322992
94685453737057,373075552
94685453736968,1909806000
94685453736968,-96225736752
94685453736924,95197395600
94685453736968,1533369296
94685453737057,-532942432
94685453737011,565709024
94685453736968,681496032
94685453736968,-134761584
94685453736968,-1959683760
94685453736968,-1312990336
94685453737057,673216288
94685453736968,1805950128
94685453736968,-1615283648
94685453736974,-816140272
94685453736968,1023525579320
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,248
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-104
94685453738968,104
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1022332700024
94685453736968,1527192048
94685453736968,903980880
94685453736968,-2293837968
94685453736968,131034480
94685453736968,-217371312
94685453736968,931067632
94685453736974,-491172496
94685453736968,351704944
94685453736974,667580480
94685453736968,-3330782960
94685453736749,2924568192
94685453737011,-616801504
94685453736996,-1810023376
94685453737057,894660400
94685453736968,1157376272
94685453737057,-1483443680
94685453736968,-74859272
94685453737084,-643341464
94685453737057,142164016
94685453736968,2206797144
94685453736988,868014936
94685453736968,-2773030416
94685453736968,1000941504
94685453736968,-1198290336
94685453736968,-409092368
94685453736749,379103024
94685453736968,1486379712
94685453736968,2141617488
94685453736968,-3596279040
94685453736968,439213968
94685453736968,2081937280
94685453737011,636762272
94685453736968,559256848
94685453736974,-2600748544
94685453736968,-75995195976
94685453736924,74638160712
94685453736968,3511908928
94685453737011,-15729773448
94685453736924,14771403880
94685453737057,-2415539936
94685453736968,-385172280
94685453736749,884483544
94685453736968,1233458064
94685453736968,1631031216
94685453736968,-4023275256
94685453736749,558947256
94685453736968,17011536
94685453736968,779648160
94685453736968,1722663520
94685453736974,-2379330784
94685453736996,1014092256
94685453736968,-1083642624
94685453736968,2305253712
94685453736968,-2241540000
94685453736968,-29662288416
94685453736924,29335605944
94685453736749,1505253544
94685453736968,-47615712
94685453736968,16590720
94685453736968,-1183428336
94685453736968,2512299120
94685453736968,-410809728
94685453736968,599364208
94685453736974,-1032184288
94685453736968,1236351056
94685453737057,-1665957888
94685453737057,-2061176208
94685453736749,816838144
94685453736996,848202960
94685453736968,-67567490996
94685453736924,69034748772
94685453737011,576991344
94685453737011,-446759344
94685453736968,-1489155152
94685453736974,795844752
94685453737011,-1302741872
94685453737057,-1134005776
94685453736749,2020726448
94685453736968,171738000
94685453736968,-12476624
94685453737011,-5034700176
94685453736924,3787806256
94685453737057,2389060960
94685453736968,-2412639344
94685453736974,351570944
94685453736968,-145227152
94685453736974,2842566944
94685453736968,-14879568
94685453736968,-1970206368
94685453736968,-795106208
94685453736974,1674541616
94685453736968,1745118400
94685453736974,-1414011352
94685453736988,-56662422840
94685453736924,57098048448
94685453736968,-1334192272
94685453737057,-1694501696
94685453736968,-53572705288
94685453736924,57590353976
94685453737011,-1753295440
94685453736968,-1482076632
94685453736988,-22711224
94685453736968,1023952656
94685453736968,550698624
94685453736968,-1067126528
94685453737011,-1840515856
94685453736749,1989286944
94685453736968,185806848
94685453736968,-696966528
94685453736996,1383664016
94685453737057,1295170000
94685453736968,-137880528
94685453736968,-987942288
94685453736996,-687362160
94685453736968,-1389126384
94685453736968,2203015056
94685453736968,-2008092432
94685453736968,2125950144
94685453736968,558224688
94685453736968,-2909327280
94685453736968,-109824221908
94685453736924,109674936004
94685453736968,1697285040
94685453736968,1458988176
94685453736968,-2949286800
94685453736968,2082973104
94685453736968,-894984288
94685453736968,1053306096
94685453736968,-1393662960
94685453736968,-277008
94685453736968,-1913420016
94685453736749,1145861872
94685453736974,3018562352
94685453736996,-3282938640
94685453736968,14712096
94685453736968,-627458016
94685453736749,1679544912
94685453736968,849430608
94685453736996,1450654096
94685453736974,-945457600
94685453736968,-519520176
94685453736968,579515232
94685453736996,-64648190468
94685453736924,64715210468
94685453736968,84583536
94685453736968,260289920
94685453737057,-2741543072
94685453736968,2353976400
94685453736968,-2502398352
94685453736968,1756450800
94685453736996,1939967024
94685453737057,-3546857216
94685453736968,1702894752
94685453736968,682183584
94685453736968,-2390454864
94685453736968,181703424
94685453736996,39290200
94685453737084,-633251368
94685453736968,413488704
94685453736968,-858076128
94685453736749,4289358624
94685453736968,-2085370608
94685453736968,-1359584744
94685453737084,495832952
94685453736968,-316383872
94685453736974,1305107984
94685453736968,1163395344
94685453736968,-463918512
94685453736968,-2521664544
94685453736968,890647056
94685453736968,2960288656
94685453736974,-3813568288
94685453736968,2982140112
94685453736968,-84823229612
94685453736924,82943327180
94685453736968,65334448
94685453737011,2151868880
94685453736968,-596846592
94685453736968,-555744848
94685453737011,-2253366256
94685453736968,252470856
94685453736988,-216898360
94685453737057,3922477120
94685453736968,-1951932304
94685453737057,1142845120
94685453736968,-3453086400
94685453736749,1278482784
94685453736968,1337740752
94685453736996,743989872
94685453736968,-733569408
94685453736968,-149471664
94685453736968,1773134672
94685453737057,-858398336
94685453736968,-2677867344
94685453736996,-154674048
94685453736968,3225857760
94685453736968,-817132416
94685453736968,-2118194784
94685453736968,1023242336104
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-184
94685453736642,184
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,248
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,248
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-104
94685453738968,104
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,-1021588083272
94685453736968,-1741667528
94685453737084,3321869480
94685453736968,-3662618976
94685453736968,2601831096
94685453736988,-17076984
94685453736968,-847147488
94685453736968,-492031104
94685453736968,990789720
94685453736988,-1352838888
94685453736996,2180599728
94685453736968,-1169377056
94685453736996,-82489414436
94685453736924,83297642516
94685453736996,-2070131680
94685453737057,-398668352
94685453736968,3428268336
94685453736968,-4055410312
94685453736749,3428865688
94685453736968,-870876480
94685453736968,-1446479456
94685453737011,2435505488
94685453736996,-879047904
94685453736968,-2499953168
94685453736749,2152668512
94685453736968,-1263611952
94685453736968,2996743200
94685453736968,-3371446272
94685453736968,1221543312
94685453736968,2390014000
94685453736974,-3154450992
94685453737011,2510204192
94685453736968,-2695494240
94685453736968,1764926016
94685453736968,-190423456
94685453737057,-78492864
94685453737057,-2304056928
94685453736749,3650769184
94685453736968,-3045834744
94685453736988,2238201864
94685453736968,-496354080
94685453736968,-2187369696
94685453736968,377747248
94685453737011,157367600
94685453736968,-42944976
94685453736968,-65868096
94685453736968,-133255440
94685453736968,1927745856
94685453736968,-2029702912
94685453737057,430103856
94685453737057,822573952
94685453736968,-1134945312
94685453736968,3416198640
94685453736968,-1375118592
94685453736968,-400692816
94685453736968,-1371823200
94685453736968,3292611936
94685453736968,-2917207632
94685453736968,2913932640
94685453736968,-93716064
94685453736968,-1129464528
94685453736968,486553968
94685453736968,-644817648
94685453736968,-1970610192
94685453736968,-147357104
94685453737011,3156042512
94685453736968,-22138798648
94685453736924,19190380664
94685453737011,2836849136
94685453736968,-3240004448
94685453736974,2108823920
94685453736968,1118436544
94685453737011,-351206576
94685453737057,-916381248
94685453737057,-1141771792
94685453737011,-894844512
94685453736974,300425808
94685453736974,-71955163344
94685453736924,72276990272
94685453736968,-418457864
94685453737084,987439256
94685453736968,1906639632
94685453736996,169978640
94685453737057,-3311967200
94685453736968,3631565616
94685453736968,-965611808
94685453737011,-2716890688
94685453736968,363717312
94685453736996,-3320358976
94685453736924,-85704706340
94685453736924,90358599300
94685453736968,-575803976
94685453737084,2871163208
94685453736968,-3535071600
94685453736996,-31672704
94685453736968,1059980688
94685453736968,1021787232
94685453736968,-3222943576
94685453736749,3899749336
94685453736968,-3132927488
94685453736974,477082400
94685453736968,2410123680
94685453736968,-2424824352
94685453736968,-538470720
94685453736968,2881199232
94685453736968,104215704
94685453736988,288902136
94685453736968,-2708933664
94685453736968,1679944432
94685453736974,796178144
94685453736968,865526592
94685453736968,-1028002128
94685453736968,-1491812784
94685453736968,-644622448
94685453737057,-178496048
94685453736968,2522913392
94685453737057,-2226735552
94685453737057,2273902816
94685453736968,-719745552
94685453736968,-1296846960
94685453736968,-309230496
94685453736968,1236443760
94685453736968,-1068051264
94685453736968,-51571776
94685453736968,1970099040
94685453736968,-477896720
94685453736974,-1031257440
94685453737011,1315531472
94685453736968,705468720
94685453736968,-3319702448
94685453737011,2017447104
94685453736974,-440346544
94685453736968,-2369505960
94685453736749,3859978008
94685453736968,-1079579280
94685453736968,312910560
94685453736968,-1217775792
94685453736968,2545099952
94685453737057,-110555098676
94685453736924,107783068212
94685453736968,-458785344
94685453736968,2193031392
94685453736968,-1806243216
94685453736968,-11028476684
94685453736924,13588565500
94685453737057,-1695005216
94685453736968,1256134944
94685453736968,144198912
94685453736968,-486349328
94685453737011,177619520
94685453736996,-14637168
94685453736968,-559295888
94685453737011,913494848
94685453736996,-392610048
94685453736968,-1639619568
94685453736968,234680736
94685453736996,336516672
94685453736968,350747184
94685453736968,834183936
94685453736968,-77500950920
94685453736924,75030996392
94685453736968,1171336608
94685453736968,-622258032
94685453736968,-890440368
94685453736968,3359052480
94685453736968,-568276912
94685453737057,-1892317040
94685453736968,-72251516524
94685453736924,72103692172
94685453736968,-578897328
94685453736968,663507792
94685453736996,1700509056
94685453736968,-1639685232
94685453736968,2067349680
94685453736968,795263184
94685453736968,-3441899600
94685453736974,2403080768
94685453736968,-2099971392
94685453736968,1488291168
94685453736968,106508816
94685453737057,1663201024
94685453736968,-1956948240
94685453736968,1171500192
94685453736968,-256289616
94685453736968,-2198706816
94685453736968,221563360
94685453737011,-648482896
94685453736968,2318018976
94685453736996,-457288464
94685453736968,-2379622568
94685453736749,2234129800
94685453737057,65843920
94685453736968,1638861184
94685453736974,-833547184
94685453736968,104550688
94685453736974,-2566813952
94685453737057,604197376
94685453736968,-47110057608
94685453736924,46480652200
94685453736974,19772720
94685453736968,1023373029704
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,32
94685453736661,224
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-208
94685453736656,208
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-216
94685453736660,-40
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-168
94685453738958,168
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-1021033562888
94685453736968,-2710079376
94685453736968,2053712016
94685453736968,1426275824
94685453737057,-3096114176
94685453736968,1210280736
94685453736996,1363517232
94685453736968,-654918720
94685453736968,-1807723400
94685453737084,-250364360
94685453737057,1954820656
94685453736968,-198360576
94685453736968,-892332336
94685453736968,2025963568
94685453736974,-790593424
94685453736968,-120357712320
94685453736924,119761451376
94685453736968,-710367600
94685453736968,-908354112
94685453736968,26657088
94685453736968,3268853664
94685453736968,576851232
94685453736968,-2801465112
94685453736988,2380575288
94685453736968,39928272
94685453736996,-1160102016
94685453736968,-680351328
94685453736968,-1836383376
94685453736968,2788109376
94685453736968,-559259168
94685453736974,-2091996640
94685453736968,7385424
94685453736968,3056588640
94685453736968,-1232306896
94685453737057,-1930344608
94685453736968,3809727504
94685453736968,-1664219040
94685453736968,-93579649428
94685453736924,92351326740
94685453736968,-15729911680
94685453736924,18580464832
94685453736968,-3483224496
94685453736968,-262674624
94685453736968,2581541808
94685453736968,-653343072
94685453736968,1835563472
94685453737057,-1766324864
94685453736968,1286268624
94685453736968,-3694614168
94685453736749,630846456
94685453736968,2639141520
94685453736968,-815095344
94685453736996,-2098632976
94685453737057,3104723304
94685453737116,-227178296
94685453736968,-2161703744
94685453737011,-816174696
94685453736749,2571548456
94685453736996,-350643824
94685453736974,-2617347280
94685453736749,3253748976
94685453736968,187724224
94685453736974,-2617423504
94685453736968,257197968
94685453736996,3364222608
94685453736968,-1958175472
94685453737057,-78285920
94685453736968,522341328
94685453736968,-1950642432
94685453736996,3178504416
94685453736996,-511866816
94685453736968,-1945584336
94685453736968,-522320696
94685453737084,2411906504
94685453736968,-2822211696
94685453736996,3701038416
94685453736968,-2237541216
94685453736968,316151328
94685453736968,57922192
94685453736974,613226752
94685453737057,-1134002864
94685453736968,1490479008
94685453736968,-2151599904
94685453736996,2660345472
94685453736968,353640192
94685453736968,-1332146208
94685453736968,-2111005992
94685453736988,2406939240
94685453736968,-2426443312
94685453737057,216899584
94685453736968,2149885360
94685453737011,-527846608
94685453736968,938852688
94685453736968,-1772260416
94685453736996,260649456
94685453736968,1245881704
94685453737084,-1782653736
94685453737011,1748132880
94685453737011,-3527785288
94685453736749,-59255185040
94685453736924,60665003336
94685453736968,3103988160
94685453736968,-3739742424
94685453736988,62060904
94685453736968,194262432
94685453736968,1195221840
94685453736968,2001616176
94685453736996,-1245826984
94685453737116,-1074577064
94685453736968,903576816
94685453736968,-1044603552
94685453736968,2284607328
94685453736968,-282126048
94685453736968,796335696
94685453736968,-2279893968
94685453736968,1416889440
94685453736968,44580288
94685453736968,-1496696640
94685453736968,1911562768
94685453736974,-3106990048
94685453736968,1878002304
94685453736968,-880652128
94685453737057,2014513088
94685453736974,-2395074544
94685453736968,638600784
94685453736968,200029024
94685453736974,718300616
94685453736988,-2475398552
94685453736974,2386248752
94685453736968,-2496512240
94685453737011,2807731064
94685453737041,-1069541544
94685453736968,1523628384
94685453736968,-3680011984
94685453736749,1495779664
94685453736968,2821665648
94685453736968,-1467445584
94685453736968,736793584
94685453737011,-427706224
94685453736968,-1328822160
94685453736968,237031008
94685453736968,-83661152
94685453737011,-1062466288
94685453736968,-148479696
94685453736968,130722000
94685453736968,1936653744
94685453736968,-722599008
94685453736968,1599521376
94685453736996,-3299641584
94685453736968,2805420672
94685453736968,-1717242512
94685453737011,-594779344
94685453736968,2505455104
94685453737011,-1337704672
94685453736968,-1675203888
94685453736968,1947898848
94685453736968,153838352
94685453737057,1286536352
94685453737011,-1794313552
94685453736968,-2197805056
94685453736749,604137232
94685453736968,3035593632
94685453736968,14599728
94685453736968,620094336
94685453736968,-3266061168
94685453736968,177488368
94685453737011,-225825088
94685453736968,2239743000
94685453736988,-2221893912
94685453736996,490731536
94685453737057,1175592496
94685453736968,952857072
94685453736968,-2756673944
94685453737084,2344711112
94685453736968,-2486950320
94685453736968,2698979728
94685453736974,901875632
94685453736996,-3236651264
94685453736974,1400527904
94685453736968,-105599857220
94685453736924,104444338580
94685453736996,1480617552
94685453736968,-1835370432
94685453736968,1207865616
94685453736968,1646096064
94685453736968,-2707161680
94685453737011,-67910224
94685453736968,-205512960
94685453736968,1152327712
94685453737011,-115564705208
94685453736924,115758076680
94685453737057,1344957904
94685453736968,-3519872488
94685453736749,4546938712
94685453736968,-2348659008
94685453736968,-2159982488
94685453736749,-17184640132
94685453736924,17985756172
94685453737011,3370612736
94685453736968,-3205430960
94685453736974,1023340679896
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,0
94685453738901,8
94685453737161,-176
94685453736640,176
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-192
94685453736652,192
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-176
94685453736640,176
94685453737161,0
